class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
Standing,0.5423260927200317,-0.0015642178477719426,-0.5159342288970947,0.9999178051948547,0.5527118444442749,-0.021220849826931953,-0.4860967695713043,0.9997158646583557,0.5590785145759583,-0.02060486562550068,-0.48615631461143494,0.9997298717498779,0.5647939443588257,-0.01992899738252163,-0.48613443970680237,0.9997193217277527,0.5298784971237183,-0.02225390449166298,-0.49000343680381775,0.999674916267395,0.522377610206604,-0.02174369804561138,-0.49007806181907654,0.9996877312660217,0.5157164931297302,-0.020909616723656654,-0.490215003490448,0.9996716976165771,0.5728545188903809,-0.006930592004209757,-0.3031352162361145,0.999427855014801,0.5080786943435669,-0.005292909219861031,-0.323509156703949,0.9994034767150879,0.555031418800354,0.023372910916805267,-0.4475204050540924,0.9999225735664368,0.5296596884727478,0.024069001898169518,-0.45333486795425415,0.999907374382019,0.6198377013206482,0.13285763561725616,-0.17433542013168335,0.9998782277107239,0.47069960832595825,0.12580278515815735,-0.2131558358669281,0.9997705817222595,0.632313072681427,0.3036395311355591,-0.07564099133014679,0.972558856010437,0.4518813490867615,0.29888370633125305,-0.1549701988697052,0.9639070630073547,0.632122814655304,0.46214818954467773,-0.22404845058918,0.9511244297027588,0.4421645998954773,0.4436337351799011,-0.30167335271835327,0.9213986992835999,0.6279347538948059,0.5045952796936035,-0.27160438895225525,0.9150293469429016,0.4395245611667633,0.4862367510795593,-0.3519553542137146,0.8792778253555298,0.6215632557868958,0.5039396286010742,-0.3224952816963196,0.9221212267875671,0.4484781324863434,0.48480501770973206,-0.40559300780296326,0.8865448236465454,0.6194485425949097,0.4901386797428131,-0.24662406742572784,0.9123781323432922,0.4516315460205078,0.47266897559165955,-0.32557937502861023,0.8754928112030029,0.5832984447479248,0.44531410932540894,0.0107429726049304,0.9990755319595337,0.49894675612449646,0.44231510162353516,-0.010794654488563538,0.998978316783905,0.5676426887512207,0.6761363744735718,0.059225451201200485,0.948475182056427,0.5065652132034302,0.6769903898239136,0.0227561853826046,0.9425009489059448,0.5609122514724731,0.8561877012252808,0.384726345539093,0.9399973154067993,0.5166273713111877,0.8546537160873413,0.33767029643058777,0.9074462652206421,0.5573047995567322,0.8707249760627747,0.40525731444358826,0.7358200550079346,0.516951858997345,0.8704938888549805,0.3584226071834564,0.5938493609428406,0.5558748841285706,0.9230270385742188,0.21179914474487305,0.9158053398132324,0.5176092386245728,0.9235524535179138,0.14959754049777985,0.882250964641571
Standing,0.5410570502281189,-0.004567517898976803,-0.5355015397071838,0.9999264478683472,0.5525394082069397,-0.023339956998825073,-0.5036476850509644,0.9997461438179016,0.5591713190078735,-0.022571852430701256,-0.5037243962287903,0.9997567534446716,0.5650743842124939,-0.02169143408536911,-0.5037208795547485,0.99974524974823,0.5287812352180481,-0.02493794821202755,-0.5086100101470947,0.9997121691703796,0.5212136507034302,-0.02467629685997963,-0.5086957812309265,0.9997261762619019,0.5147885084152222,-0.02381705306470394,-0.5088331699371338,0.9997112154960632,0.5736552476882935,-0.008016695268452168,-0.31471309065818787,0.9994833469390869,0.5085721015930176,-0.007478491868823767,-0.33892157673835754,0.9994774460792542,0.5545090436935425,0.02097090147435665,-0.4649745523929596,0.9999282956123352,0.5287262797355652,0.022545773535966873,-0.47217363119125366,0.9999157786369324,0.6214364767074585,0.1320572942495346,-0.1895064264535904,0.9998767971992493,0.4712395668029785,0.12592585384845734,-0.22764316201210022,0.9997715950012207,0.6331150531768799,0.3033156394958496,-0.09378977119922638,0.9742421507835388,0.451911985874176,0.29990634322166443,-0.16835707426071167,0.9675522446632385,0.6384021043777466,0.46203288435935974,-0.23754587769508362,0.9541441798210144,0.44381269812583923,0.448805034160614,-0.31422045826911926,0.9282741546630859,0.6367942690849304,0.5039901733398438,-0.2862238585948944,0.9190829992294312,0.4411984086036682,0.48953038454055786,-0.3643932044506073,0.8879107236862183,0.6293278932571411,0.5040707588195801,-0.3368018865585327,0.9257900714874268,0.449859619140625,0.48773542046546936,-0.4193214774131775,0.8950358033180237,0.6263048648834229,0.4905226528644562,-0.25999313592910767,0.9172153472900391,0.45279020071029663,0.4758596122264862,-0.33869147300720215,0.8854668736457825,0.5846310257911682,0.44591864943504333,0.0030859578400850296,0.9990525841712952,0.4995092451572418,0.4442656934261322,-0.0030806721188127995,0.9989452362060547,0.5681933164596558,0.6719905138015747,0.047432027757167816,0.9365483522415161,0.5072978138923645,0.6740203499794006,0.0285913348197937,0.9273728728294373,0.5611034631729126,0.8491753935813904,0.39498770236968994,0.915209174156189,0.5168420076370239,0.8493073582649231,0.3494883179664612,0.8787105679512024,0.5577026009559631,0.8642835021018982,0.41840165853500366,0.6983779668807983,0.5185186266899109,0.8636882901191711,0.3718152642250061,0.5620266199111938,0.5557611584663391,0.9143936634063721,0.22933614253997803,0.885989785194397,0.5173317193984985,0.913383424282074,0.1662135124206543,0.8497879505157471
Standing,0.5405429601669312,-0.0047089336439967155,-0.5314007997512817,0.9999254941940308,0.5522217154502869,-0.023509884253144264,-0.49995121359825134,0.9997422695159912,0.5590026378631592,-0.02271232008934021,-0.5000406503677368,0.999752938747406,0.5649563074111938,-0.021809818223118782,-0.5000470280647278,0.999741792678833,0.5282878875732422,-0.025092869997024536,-0.5037612318992615,0.9997077584266663,0.5207563042640686,-0.02481924556195736,-0.5038425326347351,0.9997217059135437,0.5144445896148682,-0.023936204612255096,-0.5039862394332886,0.9997066259384155,0.5736552476882935,-0.008044810965657234,-0.31262731552124023,0.9994744062423706,0.5085329413414001,-0.007554767187684774,-0.33193668723106384,0.9994643330574036,0.5541967153549194,0.02083929441869259,-0.4615163803100586,0.9999269247055054,0.5283750295639038,0.02241642028093338,-0.46712446212768555,0.9999138116836548,0.6214774250984192,0.13184210658073425,-0.18887096643447876,0.9998757839202881,0.47131913900375366,0.12581153213977814,-0.21718473732471466,0.999767005443573,0.6331404447555542,0.3028812110424042,-0.09266430139541626,0.9744315147399902,0.45192471146583557,0.29990503191947937,-0.15807321667671204,0.9672566652297974,0.6391339302062988,0.4611239433288574,-0.2376880645751953,0.9543830156326294,0.44404691457748413,0.4488712549209595,-0.3096272945404053,0.9280166029930115,0.637236475944519,0.5032296776771545,-0.2866288125514984,0.9193053841590881,0.4415558874607086,0.4896685481071472,-0.3604045510292053,0.8874400854110718,0.6295877695083618,0.5035831332206726,-0.3370785117149353,0.9260116219520569,0.4502229690551758,0.4879622757434845,-0.41633740067481995,0.894636869430542,0.626595139503479,0.49005642533302307,-0.2601427137851715,0.9174330234527588,0.4530982971191406,0.47601011395454407,-0.33464735746383667,0.885108232498169,0.584656834602356,0.4457470178604126,0.002074585994705558,0.9990432262420654,0.4995623528957367,0.4442187547683716,-0.0020699570886790752,0.9989309310913086,0.5681732892990112,0.671974241733551,0.04538395255804062,0.9355027675628662,0.5074578523635864,0.6740338206291199,0.029093831777572632,0.9256250262260437,0.5607492327690125,0.8492905497550964,0.39173364639282227,0.9135169982910156,0.5169697999954224,0.8493339419364929,0.3474641740322113,0.8764736652374268,0.5575767755508423,0.8645250201225281,0.41486459970474243,0.6940970420837402,0.5189673900604248,0.863987147808075,0.3692694306373596,0.5589115023612976,0.5549752712249756,0.9145194292068481,0.22010889649391174,0.8839854001998901,0.5170917510986328,0.9134279489517212,0.16326500475406647,0.8476139903068542
Standing,0.5401372313499451,-0.004793888423591852,-0.5288973450660706,0.9999248385429382,0.5519605875015259,-0.023616522550582886,-0.497791051864624,0.999739408493042,0.5588517785072327,-0.02280382625758648,-0.4978862702846527,0.9997500777244568,0.5648425817489624,-0.021889884024858475,-0.4978971481323242,0.9997392892837524,0.5279304385185242,-0.02518841065466404,-0.5009545087814331,0.9997044801712036,0.5204306244850159,-0.02491067536175251,-0.5010340213775635,0.9997183680534363,0.5141986608505249,-0.024015704169869423,-0.5011793375015259,0.9997032880783081,0.5736503601074219,-0.00806902814656496,-0.3116346001625061,0.9994679689407349,0.508511483669281,-0.0076142242178320885,-0.3285258412361145,0.999453604221344,0.5539276003837585,0.020733961835503578,-0.45949697494506836,0.9999259114265442,0.5280985236167908,0.022311219945549965,-0.46422529220581055,0.9999122619628906,0.6215211749076843,0.13165095448493958,-0.18860149383544922,0.9998751282691956,0.47139573097229004,0.12573212385177612,-0.2122996747493744,0.9997633099555969,0.6331632137298584,0.3025268614292145,-0.09210769087076187,0.9746597409248352,0.45196062326431274,0.29990679025650024,-0.15253068506717682,0.9670332074165344,0.6395391225814819,0.46056869626045227,-0.23785531520843506,0.9546952247619629,0.44419431686401367,0.4489731192588806,-0.3058178126811981,0.9279385209083557,0.6375058889389038,0.5027415752410889,-0.286899596452713,0.9196619391441345,0.4417676031589508,0.4897943139076233,-0.35681086778640747,0.8872476816177368,0.6297566890716553,0.5032705068588257,-0.33727604150772095,0.9263501763343811,0.45041149854660034,0.48816952109336853,-0.41326838731765747,0.8944984078407288,0.6267848610877991,0.48973220586776733,-0.2602962255477905,0.9177794456481934,0.45325908064842224,0.47617307305336,-0.3311149477958679,0.8850182294845581,0.5847139954566956,0.4455995559692383,0.0013031483395025134,0.9990354180335999,0.49962297081947327,0.444175660610199,-0.0012993421405553818,0.9989187717437744,0.568169891834259,0.671919584274292,0.043978653848171234,0.9345709085464478,0.5076137781143188,0.6740278005599976,0.02943955920636654,0.9241529107093811,0.5605015158653259,0.8493680953979492,0.3888236880302429,0.9119328260421753,0.5171105861663818,0.8494071960449219,0.34626612067222595,0.8745263814926147,0.55748051404953,0.8647592067718506,0.4117506146430969,0.6901410222053528,0.5193800330162048,0.8643081188201904,0.36780494451522827,0.5562625527381897,0.5545191764831543,0.9146024584770203,0.21463553607463837,0.8821560740470886,0.517018735408783,0.9135702252388,0.16148477792739868,0.8456791043281555
Standing,0.5403704643249512,-0.0038896561600267887,-0.5383473634719849,0.9999262690544128,0.5521455407142639,-0.023203937336802483,-0.5075445771217346,0.9997444748878479,0.5590013861656189,-0.02249775268137455,-0.5076334476470947,0.999754786491394,0.565062403678894,-0.021667666733264923,-0.5076438784599304,0.9997441172599792,0.5281063318252563,-0.024523325264453888,-0.5115300416946411,0.9997099041938782,0.5205487012863159,-0.024291198700666428,-0.5116115212440491,0.9997234344482422,0.5142267942428589,-0.02348465658724308,-0.5117436051368713,0.9997084140777588,0.5741865038871765,-0.008075297810137272,-0.3192463219165802,0.9994786977767944,0.5084980130195618,-0.007460971362888813,-0.33968669176101685,0.9994630217552185,0.5540498495101929,0.021408967673778534,-0.46775418519973755,0.9999269843101501,0.5281717777252197,0.023019937798380852,-0.47363048791885376,0.9999135136604309,0.6216350197792053,0.13102830946445465,-0.19184957444667816,0.9998767375946045,0.47140297293663025,0.12569813430309296,-0.21679119765758514,0.9997628927230835,0.6333600282669067,0.3018071949481964,-0.09374529123306274,0.9749470353126526,0.4519777297973633,0.29991620779037476,-0.1548711359500885,0.9671533703804016,0.6400852203369141,0.46020230650901794,-0.24160075187683105,0.9551634192466736,0.44431552290916443,0.448970228433609,-0.3101586103439331,0.9281501173973083,0.637649655342102,0.5024516582489014,-0.2911147475242615,0.9202150106430054,0.44198736548423767,0.4898165762424469,-0.36139115691185,0.8873808979988098,0.6300076842308044,0.5030139684677124,-0.3419947326183319,0.9268683791160583,0.45050492882728577,0.4882262945175171,-0.4181031286716461,0.8946859240531921,0.6271941065788269,0.48948895931243896,-0.26429975032806396,0.9183452725410461,0.4533361494541168,0.47621583938598633,-0.33555349707603455,0.8853415846824646,0.5847382545471191,0.44533437490463257,0.0006826379103586078,0.9990348219871521,0.4996502995491028,0.4439714252948761,-0.0006699408986605704,0.9989162683486938,0.5681865215301514,0.6719070672988892,0.04403330385684967,0.9350481033325195,0.5076392292976379,0.6740356087684631,0.03268910199403763,0.9237858057022095,0.56055748462677,0.8491027355194092,0.38679996132850647,0.9119534492492676,0.5174753665924072,0.8494234681129456,0.35112449526786804,0.8745136857032776,0.5576649308204651,0.8646060228347778,0.4090959131717682,0.6890678405761719,0.5202383995056152,0.8643519878387451,0.37257176637649536,0.5571786165237427,0.5544532537460327,0.9146368503570557,0.21312740445137024,0.8820208311080933,0.5170166492462158,0.9136249423027039,0.16420117020606995,0.845526933670044
Standing,0.5404905080795288,-0.0038735349662601948,-0.545275092124939,0.999926745891571,0.55226069688797,-0.02325976826250553,-0.5148981213569641,0.9997466802597046,0.5591216683387756,-0.0225599966943264,-0.514985203742981,0.9997565746307373,0.565264880657196,-0.021737953647971153,-0.5150013566017151,0.9997457265853882,0.5281718373298645,-0.024539679288864136,-0.5188960433006287,0.9997122287750244,0.5205801129341125,-0.024308234453201294,-0.5189822316169739,0.9997256398200989,0.5142267942428589,-0.023508640006184578,-0.5191152095794678,0.9997106790542603,0.5745558738708496,-0.008177245035767555,-0.326292484998703,0.9994821548461914,0.5084301829338074,-0.007676572073251009,-0.3471308648586273,0.9994686245918274,0.5542166233062744,0.021444540470838547,-0.474381685256958,0.9999272227287292,0.5281957983970642,0.023019714280962944,-0.4803725779056549,0.9999139904975891,0.6217142343521118,0.13053803145885468,-0.19534482061862946,0.9998763799667358,0.47144126892089844,0.12553298473358154,-0.2240549772977829,0.9997639060020447,0.6334387063980103,0.3016720414161682,-0.0959402471780777,0.9747298955917358,0.45200103521347046,0.2995167672634125,-0.16138610243797302,0.9673429727554321,0.6403034925460815,0.45996177196502686,-0.24426595866680145,0.9545197486877441,0.44430404901504517,0.44896548986434937,-0.31617647409439087,0.9281156063079834,0.6376752257347107,0.5022237300872803,-0.2941455841064453,0.9190343618392944,0.4419979155063629,0.48983079195022583,-0.3676764965057373,0.8871729969978333,0.6300952434539795,0.5028212070465088,-0.344753235578537,0.9258001446723938,0.4505029618740082,0.48822227120399475,-0.4240838885307312,0.8945236206054688,0.6273601055145264,0.48933103680610657,-0.266986608505249,0.917281448841095,0.45329904556274414,0.47620144486427307,-0.3414382338523865,0.8852958679199219,0.5848182439804077,0.44492727518081665,0.0007141923997551203,0.999037504196167,0.4996705651283264,0.44331440329551697,-0.0007027667015790939,0.998919665813446,0.5682787299156189,0.6715725660324097,0.0474570170044899,0.9338810443878174,0.5076442360877991,0.6739185452461243,0.03580453619360924,0.9222093224525452,0.5605281591415405,0.848191499710083,0.39345431327819824,0.9103971719741821,0.5177562832832336,0.8490769863128662,0.36138296127319336,0.8725191950798035,0.5576500296592712,0.8637788891792297,0.4162351191043854,0.6876940131187439,0.5205231308937073,0.8639233708381653,0.38380202651023865,0.5555650591850281,0.5543801188468933,0.9145421385765076,0.22263500094413757,0.8803625106811523,0.5172797441482544,0.9136413931846619,0.1745183765888214,0.8431037068367004
Standing,0.540589451789856,-0.0038578277453780174,-0.5479944944381714,0.9999273419380188,0.5523536801338196,-0.023301104083657265,-0.5176823735237122,0.9997491836547852,0.5592159032821655,-0.022607002407312393,-0.517768919467926,0.999758780002594,0.5654153823852539,-0.021792080253362656,-0.5177863836288452,0.9997478127479553,0.5282273888587952,-0.02455017901957035,-0.5216994285583496,0.9997147917747498,0.5206090211868286,-0.024319373071193695,-0.5217862725257874,0.9997279644012451,0.514227569103241,-0.023525353521108627,-0.5219181776046753,0.9997130036354065,0.574813961982727,-0.008263272233307362,-0.32892343401908875,0.9994868636131287,0.5083819627761841,-0.007837250828742981,-0.349903404712677,0.9994742274284363,0.5543432235717773,0.021471308544278145,-0.47700387239456177,0.9999276399612427,0.5282174348831177,0.023020194843411446,-0.4830404818058014,0.9999145865440369,0.621793806552887,0.13017138838768005,-0.19709168374538422,0.9998765587806702,0.4714650511741638,0.12537233531475067,-0.22690124809741974,0.9997644424438477,0.6335183382034302,0.30158087611198425,-0.09736987948417664,0.9746116995811462,0.4520224928855896,0.29925987124443054,-0.16406956315040588,0.9674564599990845,0.6404401659965515,0.4598782956600189,-0.24606361985206604,0.9540876746177673,0.4442788064479828,0.44896358251571655,-0.3187573254108429,0.9279562830924988,0.6376811265945435,0.5021077990531921,-0.29615068435668945,0.9181822538375854,0.4420000910758972,0.4898568093776703,-0.3703683614730835,0.8868218660354614,0.6301351189613342,0.5027190446853638,-0.3466578423976898,0.925031840801239,0.45049652457237244,0.4882226586341858,-0.4267807900905609,0.8942297697067261,0.6274517178535461,0.4892445504665375,-0.2687901258468628,0.9165277481079102,0.45325884222984314,0.4761972427368164,-0.3440348505973816,0.8851158618927002,0.5849035382270813,0.4446817636489868,0.000737976108212024,0.9990417957305908,0.4996866285800934,0.44299325346946716,-0.0007276490214280784,0.9989228844642639,0.5683866739273071,0.6714398860931396,0.04869449883699417,0.933031439781189,0.5076509714126587,0.6739047169685364,0.03718620166182518,0.9209128022193909,0.5605226755142212,0.8478491902351379,0.3959304690361023,0.9091753363609314,0.517963707447052,0.8488763570785522,0.3649904131889343,0.8708937168121338,0.5576489567756653,0.8634778261184692,0.4188411831855774,0.6865741610527039,0.520743727684021,0.8636605739593506,0.38761186599731445,0.5543551445007324,0.5543326735496521,0.9145104885101318,0.22546997666358948,0.8790428042411804,0.517418384552002,0.9136624932289124,0.17797556519508362,0.8411207795143127
Standing,0.5406395196914673,-0.003602367825806141,-0.5465669631958008,0.9999276399612427,0.5523661375045776,-0.023177707567811012,-0.5154925584793091,0.9997502565383911,0.5592201352119446,-0.02250654064118862,-0.5155789256095886,0.9997596740722656,0.5654162764549255,-0.021714208647608757,-0.5155938863754272,0.9997485280036926,0.5282819867134094,-0.02441859245300293,-0.5195615887641907,0.9997161626815796,0.5206416249275208,-0.024218250066041946,-0.5196467041969299,0.9997293949127197,0.5142336487770081,-0.02345646359026432,-0.519778847694397,0.9997145533561707,0.5748293995857239,-0.00808959174901247,-0.32673850655555725,0.9994893670082092,0.5083833932876587,-0.00777572812512517,-0.34779393672943115,0.9994795918464661,0.5543597936630249,0.021659066900610924,-0.4757262170314789,0.9999278783798218,0.5282701253890991,0.02314397133886814,-0.48190999031066895,0.9999150037765503,0.6218507885932922,0.12999685108661652,-0.19671909511089325,0.9998769164085388,0.4715268015861511,0.12519578635692596,-0.22611837089061737,0.9997664093971252,0.633574903011322,0.3014651834964752,-0.09714291989803314,0.9746583104133606,0.4521123766899109,0.2990497648715973,-0.16373902559280396,0.9678758978843689,0.640421450138092,0.4596911072731018,-0.24571621417999268,0.9542526602745056,0.44427770376205444,0.44896942377090454,-0.3185722827911377,0.9288759827613831,0.6376854777336121,0.5019727945327759,-0.29581278562545776,0.918391764163971,0.4419553875923157,0.4898765981197357,-0.3700105547904968,0.8879818320274353,0.6301389336585999,0.5026123523712158,-0.3461367189884186,0.9252116084098816,0.45046210289001465,0.4882502257823944,-0.4263010025024414,0.8953309655189514,0.6274491548538208,0.4891355335712433,-0.2683579623699188,0.9167178869247437,0.4532293379306793,0.47621363401412964,-0.3438113331794739,0.8863106966018677,0.584999680519104,0.4446500837802887,0.0007666827877983451,0.9990415573120117,0.49978646636009216,0.44294726848602295,-0.0007564904517494142,0.9989227056503296,0.5684530138969421,0.6715871691703796,0.04853377118706703,0.9332142472267151,0.50771164894104,0.6739203929901123,0.036614738404750824,0.9208796620368958,0.5605291724205017,0.8486889004707336,0.38724285364151,0.9090965986251831,0.5179795622825623,0.8489199280738831,0.35784912109375,0.8704869151115417,0.5576518177986145,0.8643848896026611,0.4084484577178955,0.6859026551246643,0.5207528471946716,0.8637823462486267,0.37903550267219543,0.5540409684181213,0.5543314218521118,0.9150612354278564,0.2136111706495285,0.8787336349487305,0.5173842906951904,0.9136829376220703,0.17041203379631042,0.8405752778053284
Standing,0.5410202741622925,-0.003683514893054962,-0.5452691912651062,0.9999280571937561,0.5526953339576721,-0.023517493158578873,-0.5142288208007812,0.9997526407241821,0.5594810247421265,-0.022785348817706108,-0.5143088698387146,0.9997617602348328,0.5657180547714233,-0.02194337174296379,-0.5143140554428101,0.9997504949569702,0.5286823511123657,-0.02500028721988201,-0.5182430744171143,0.9997186064720154,0.5209618210792542,-0.024865051731467247,-0.5183278322219849,0.9997316002845764,0.5144509077072144,-0.024150945246219635,-0.5184584259986877,0.9997172355651855,0.5750905275344849,-0.008139198645949364,-0.32634779810905457,0.9994948506355286,0.5084809064865112,-0.008242731913924217,-0.34710776805877686,0.9994868040084839,0.5546189546585083,0.02165878750383854,-0.4749520421028137,0.9999285936355591,0.5286029577255249,0.02313358150422573,-0.48101750016212463,0.999916136264801,0.6219182014465332,0.1300276815891266,-0.19631341099739075,0.9998769760131836,0.4715639650821686,0.1251964420080185,-0.2252318114042282,0.9997678995132446,0.6335875988006592,0.30196958780288696,-0.09687767922878265,0.974430501461029,0.45215559005737305,0.2994513213634491,-0.16305141150951385,0.968086838722229,0.6401203870773315,0.45998427271842957,-0.24538442492485046,0.9538223743438721,0.44414520263671875,0.44903603196144104,-0.31747525930404663,0.9291427731513977,0.6376053094863892,0.5021222233772278,-0.2956227660179138,0.9177384376525879,0.4418388307094574,0.4898914098739624,-0.36868977546691895,0.8882690072059631,0.6300936937332153,0.5027356147766113,-0.3460681140422821,0.9246096014976501,0.4503926634788513,0.48826032876968384,-0.4249919056892395,0.895613968372345,0.6273625493049622,0.4892530143260956,-0.2680804133415222,0.9160569906234741,0.45315971970558167,0.47623613476753235,-0.34271439909935,0.886599063873291,0.5849249958992004,0.445119172334671,0.0008276154985651374,0.9990411996841431,0.49958595633506775,0.4432167112827301,-0.0008177455747500062,0.9989213347434998,0.568439245223999,0.6728384494781494,0.047422945499420166,0.933167576789856,0.5075926780700684,0.6749668717384338,0.03517284244298935,0.9206373691558838,0.560526967048645,0.8498413562774658,0.38610196113586426,0.9086105823516846,0.5179557204246521,0.8498613238334656,0.3562387526035309,0.8693515062332153,0.5576503276824951,0.8648671507835388,0.4074365496635437,0.684857964515686,0.5207014679908752,0.8643295168876648,0.3775534927845001,0.551298975944519,0.5544213652610779,0.9156541228294373,0.21167147159576416,0.8780270218849182,0.5173603892326355,0.9145185947418213,0.16653233766555786,0.8392230272293091
Standing,0.5411261320114136,-0.003684108378365636,-0.5353521108627319,0.9999290108680725,0.5528729557991028,-0.02351834811270237,-0.504075288772583,0.9997574687004089,0.5596317052841187,-0.022784801200032234,-0.504165768623352,0.9997663497924805,0.565920352935791,-0.02194235473871231,-0.5041830539703369,0.999755322933197,0.5288597941398621,-0.02500983327627182,-0.5081862807273865,0.999723494052887,0.5211871862411499,-0.024881869554519653,-0.5082627534866333,0.9997361302375793,0.514635443687439,-0.02417638897895813,-0.5083895325660706,0.9997221827507019,0.5754601955413818,-0.00813597347587347,-0.3164883255958557,0.999506950378418,0.50850909948349,-0.008270799182355404,-0.3377135992050171,0.9994980096817017,0.5547050833702087,0.021702999249100685,-0.4653587341308594,0.999930202960968,0.528668999671936,0.02312515862286091,-0.47150301933288574,0.9999179840087891,0.6219497919082642,0.1305069774389267,-0.18981106579303741,0.9998777508735657,0.47158098220825195,0.12522472441196442,-0.21736685931682587,0.9997672438621521,0.6336478590965271,0.30279541015625,-0.09218356013298035,0.9742196202278137,0.4521518349647522,0.2998674511909485,-0.15687189996242523,0.9677575826644897,0.639701247215271,0.46039360761642456,-0.24411197006702423,0.9534051418304443,0.4439212381839752,0.44903433322906494,-0.314235121011734,0.9282301664352417,0.6374112367630005,0.5022166967391968,-0.2949541211128235,0.9172019958496094,0.441433846950531,0.4898199141025543,-0.3661779761314392,0.8871419429779053,0.6299975514411926,0.5028327703475952,-0.3453719913959503,0.9240977168083191,0.450054407119751,0.48815661668777466,-0.4217017590999603,0.8945626616477966,0.6271647214889526,0.4893425405025482,-0.266870379447937,0.9154978394508362,0.4528738558292389,0.47620275616645813,-0.33938032388687134,0.8855218887329102,0.5848374366760254,0.44591253995895386,0.0009424000745639205,0.9990512132644653,0.4994141161441803,0.4437337815761566,-0.0009330113534815609,0.9989272356033325,0.5683736205101013,0.674515962600708,0.04735589772462845,0.9341148734092712,0.5074958801269531,0.6765679121017456,0.03510359302163124,0.9215598702430725,0.5607094764709473,0.8501688838005066,0.3879477381706238,0.9096130728721619,0.5179744362831116,0.8500441312789917,0.35595884919166565,0.8700158596038818,0.5579107999801636,0.8650131821632385,0.4098375737667084,0.6857902407646179,0.5207610726356506,0.8644218444824219,0.3775085508823395,0.5513802170753479,0.554462194442749,0.9160221219062805,0.21376028656959534,0.8788655996322632,0.5173555016517639,0.9152604341506958,0.16715723276138306,0.8397724032402039
